taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score
"Aves ,Grus grus,Anthropoides paradiseus",Aves ,Aves,Aves,Catalogue of Life,0.75
"Aves ,Grus grus,Anthropoides paradiseus",Grus grus,Grus grus,Grus grus,NCBI,0.988
"Aves ,Grus grus,Anthropoides paradiseus",Anthropoides paradiseus,Anthropoides paradiseus,Anthropoides paradiseus,NCBI,0.988
Grus grus,Grus grus,Grus grus,Grus grus,NCBI,0.988
Anthropoides virgo,Anthropoides virgo,Anthropoides virgo,Anthropoides virgo,NCBI,0.988
Grus leucogeranus,Grus leucogeranus,Grus leucogeranus,Grus leucogeranus,NCBI,0.988
"Grus vipio,Anthropoides virgo",Grus vipio,Grus vipio,Grus vipio,Freebase,0.988
"Grus vipio,Anthropoides virgo",Anthropoides virgo,Anthropoides virgo,Anthropoides virgo,NCBI,0.988
Felidae,Felidae,Felidae,Felidae,Catalogue of Life,0.75
Rhincodon typus,Rhincodon typus,Rhincodon typus,Rhincodon typus,NCBI,0.988
Homo sapiens,Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988
Phoca vitulina,Phoca vitulina,Phoca vitulina,Phoca vitulina,NCBI,0.988
Phoca,Phoca,Phoca,Phoca,Catalogue of Life,0.75
Neochen jubata,Neochen jubata,Neochen jubata,Neochen jubata,NCBI,0.988
"Anser albifrons,Anser fabalis,Anser cygnoides",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988
"Anser albifrons,Anser fabalis,Anser cygnoides",Anser fabalis,Anser fabalis,Anser fabalis,NCBI,0.988
"Anser albifrons,Anser fabalis,Anser cygnoides",Anser cygnoides,Anser cygnoides,Anser cygnoides,NCBI,0.988
Erinaceus europaeus,Erinaceus europaeus,Erinaceus europaeus,Erinaceus europaeus,NCBI,0.988
Larus fuscus,Larus fuscus,Larus fuscus,Larus fuscus,NCBI,0.988
Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988
Morus bassanus,Morus bassanus,Morus bassanus,Morus bassanus,NCBI,0.988
Larus argentatus,Larus argentatus,Larus argentatus,Larus argentatus,NCBI,0.988
Numenius arquata,Numenius arquata,Numenius arquata,Numenius arquata,NCBI,0.988
Anas penelope,Anas penelope,Anas penelope,Anas penelope,Freebase,0.988
"Larus fuscus,Larus argentatus",Larus fuscus,Larus fuscus,Larus fuscus,NCBI,0.988
"Larus fuscus,Larus argentatus",Larus argentatus,Larus argentatus,Larus argentatus,NCBI,0.988
Buteo buteo,Buteo buteo,Buteo buteo,Buteo buteo,NCBI,0.988
"Phaetusa simplex,Rynchops niger",Phaetusa simplex,Phaetusa simplex,Phaetusa simplex,NCBI,0.988
"Phaetusa simplex,Rynchops niger",Rynchops niger,Rynchops niger,Rynchops niger,NCBI,0.988
"Eidolon helvum,Eidolon dupreanum",Eidolon helvum,Eidolon helvum,Eidolon helvum,NCBI,0.988
"Eidolon helvum,Eidolon dupreanum",Eidolon dupreanum,Eidolon dupreanum,Eidolon dupreanum,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Anas discors,Anas discors,Anas discors,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Anas cyanoptera,Anas cyanoptera,Anas cyanoptera,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Anas americana,Anas americana,Anas americana,Freebase,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Aythya valisineria,Aythya valisineria,Aythya valisineria,NCBI,0.988
"Anas platyrhynchos,Anas strepera,Anas acuta,Anas discors,Anas cyanoptera,Anas americana,Anas clypeata,Aythya valisineria,Aythya marila",Aythya marila,Aythya marila,Aythya marila,NCBI,0.988
Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis,Ephippiorhynchus senegalensis,NCBI,0.988
"Gavia stellata,Morus bassanus,Melanitta perspicillata",Gavia stellata,Gavia stellata,Gavia stellata,NCBI,0.988
"Gavia stellata,Morus bassanus,Melanitta perspicillata",Morus bassanus,Morus bassanus,Morus bassanus,NCBI,0.988
"Gavia stellata,Morus bassanus,Melanitta perspicillata",Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata,NCBI,0.988
Nyctalus noctula,Nyctalus noctula,Nyctalus noctula,Nyctalus noctula,NCBI,0.988
Ursus arctos,Ursus arctos,Ursus arctos,Ursus arctos,NCBI,0.988
Rangifer tarandus,Rangifer tarandus,Rangifer tarandus,Rangifer tarandus,NCBI,0.988
Turdus migratorius,Turdus migratorius,Turdus migratorius,Turdus migratorius,NCBI,0.988
Canis lupus,Canis lupus,Canis lupus,Canis lupus,NCBI,0.988
Alces alces,Alces alces,Alces alces,Alces alces,NCBI,0.988
Ovis dalli,Ovis dalli,Ovis dalli,Ovis dalli,NCBI,0.988
Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Aquila chrysaetos,Haliaeetus leucocephalus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Aquila chrysaetos,Haliaeetus leucocephalus",Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,NCBI,0.988
Rallus,Rallus,Rallus,Rallus,Catalogue of Life,0.75
"Ciconia ciconia,Homo sapiens",Ciconia ciconia,Ciconia ciconia,Ciconia ciconia,NCBI,0.988
"Ciconia ciconia,Homo sapiens",Homo sapiens,Homo sapiens,Homo sapiens,NCBI,0.988
Turdus merula,Turdus merula,Turdus merula,Turdus merula,NCBI,0.988
Accipiter cooperii,Accipiter cooperii,Accipiter cooperii,Accipiter cooperii,NCBI,0.988
Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,NCBI,0.988
Erinaceus,Erinaceus,Erinaceus,Erinaceus,Catalogue of Life,0.75
Elephas maximus,Elephas maximus,Elephas maximus,Elephas maximus,NCBI,0.988
Bubalus bubalis,Bubalus bubalis,Bubalus bubalis,Bubalus bubalis,NCBI,0.988
"Caretta caretta,Chelonia mydas",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988
"Caretta caretta,Chelonia mydas",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988
Ardea alba,Ardea alba,Ardea alba,Ardea alba,NCBI,0.988
Limosa limosa,Limosa limosa,Limosa limosa,Limosa limosa,NCBI,0.988
Animalia,Animalia,Animalia,Animalia,Catalogue of Life,0.75
Alle alle,Alle alle,Alle alle,Alle alle,NCBI,0.988
Pygoscelis adeliae,Pygoscelis adeliae,Pygoscelis adeliae,Pygoscelis adeliae,NCBI,0.988
Columba livia,Columba livia,Columba livia,Columba livia,NCBI,0.988
Aegypius monachus,Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988
"Panthera leo,Panthera pardus,Acinonyx jubatus,Lycaon pictus",Panthera leo,Panthera leo,Panthera leo,NCBI,0.988
"Panthera leo,Panthera pardus,Acinonyx jubatus,Lycaon pictus",Panthera pardus,Panthera pardus,Panthera pardus,NCBI,0.988
"Panthera leo,Panthera pardus,Acinonyx jubatus,Lycaon pictus",Acinonyx jubatus,Acinonyx jubatus,Acinonyx jubatus,NCBI,0.988
"Panthera leo,Panthera pardus,Acinonyx jubatus,Lycaon pictus",Lycaon pictus,Lycaon pictus,Lycaon pictus,NCBI,0.988
Cuculus gularis,Cuculus gularis,Cuculus gularis,Cuculus gularis,NCBI,0.988
Loxodonta africana,Loxodonta africana,Loxodonta africana,Loxodonta africana,NCBI,0.988
"Andropadus importunus,Cossypha semirufa,Laniarius aethiopicus,Oriolus larvatus,Pycnonotus barbatus,Turdus tephronotus,Turdoides rubiginosa",Andropadus importunus,Andropadus importunus,Andropadus importunus,NCBI,0.988
"Andropadus importunus,Cossypha semirufa,Laniarius aethiopicus,Oriolus larvatus,Pycnonotus barbatus,Turdus tephronotus,Turdoides rubiginosa",Cossypha semirufa,Cossypha semirufa,Cossypha semirufa,NCBI,0.988
"Andropadus importunus,Cossypha semirufa,Laniarius aethiopicus,Oriolus larvatus,Pycnonotus barbatus,Turdus tephronotus,Turdoides rubiginosa",Laniarius aethiopicus,Laniarius aethiopicus,Laniarius aethiopicus,NCBI,0.988
"Andropadus importunus,Cossypha semirufa,Laniarius aethiopicus,Oriolus larvatus,Pycnonotus barbatus,Turdus tephronotus,Turdoides rubiginosa",Oriolus larvatus,Oriolus larvatus,Oriolus larvatus,NCBI,0.988
"Andropadus importunus,Cossypha semirufa,Laniarius aethiopicus,Oriolus larvatus,Pycnonotus barbatus,Turdus tephronotus,Turdoides rubiginosa",Pycnonotus barbatus,Pycnonotus barbatus,Pycnonotus barbatus,NCBI,0.988
"Andropadus importunus,Cossypha semirufa,Laniarius aethiopicus,Oriolus larvatus,Pycnonotus barbatus,Turdus tephronotus,Turdoides rubiginosa",Turdus tephronotus,Turdus tephronotus,Turdus tephronotus,NCBI,0.988
"Andropadus importunus,Cossypha semirufa,Laniarius aethiopicus,Oriolus larvatus,Pycnonotus barbatus,Turdus tephronotus,Turdoides rubiginosa",Turdoides rubiginosa,Turdoides rubiginosa,Turdoides rubiginosa,Freebase,0.988
Saxicola torquatus,Saxicola torquatus,Saxicola torquatus,Saxicola torquatus,Freebase,0.988
"Trigonoceps occipitalis,Gyps africanus",Trigonoceps occipitalis,Trigonoceps occipitalis,Trigonoceps occipitalis,NCBI,0.988
"Trigonoceps occipitalis,Gyps africanus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988
"Gyps rueppellii,Gyps africanus",Gyps rueppellii,Gyps rueppellii,Gyps rueppellii,NCBI,0.988
"Gyps rueppellii,Gyps africanus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988
Gyps africanus,Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988
Lycaon pictus,Lycaon pictus,Lycaon pictus,Lycaon pictus,NCBI,0.988
Dasyprocta punctata,Dasyprocta punctata,Dasyprocta punctata,Dasyprocta punctata,NCBI,0.988
Lepus europaeus,Lepus europaeus,Lepus europaeus,Lepus europaeus,NCBI,0.988
"Procyon lotor,Vulpes vulpes,Lepus europaeus",Procyon lotor,Procyon lotor,Procyon lotor,NCBI,0.988
"Procyon lotor,Vulpes vulpes,Lepus europaeus",Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,NCBI,0.988
"Procyon lotor,Vulpes vulpes,Lepus europaeus",Lepus europaeus,Lepus europaeus,Lepus europaeus,NCBI,0.988
Procyon lotor,Procyon lotor,Procyon lotor,Procyon lotor,NCBI,0.988
Aquila adalberti,Aquila adalberti,Aquila adalberti,Aquila adalberti,NCBI,0.988
Aquila fasciata,Aquila fasciata,Aquila fasciata,Aquila fasciata,Freebase,0.988
Alca torda,Alca torda,Alca torda,Alca torda,NCBI,0.988
Aldabrachelys gigantea,Aldabrachelys gigantea,Aldabrachelys gigantea,Aldabrachelys gigantea,NCBI,0.988
Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988
Lepidochelys kempii,Lepidochelys kempii,Lepidochelys kempii,Lepidochelys kempii,NCBI,0.988
"Canis aureus,Vulpes bengalensis",Canis aureus,Canis aureus,Canis aureus,NCBI,0.988
"Canis aureus,Vulpes bengalensis",Vulpes bengalensis,Vulpes bengalensis,Vulpes bengalensis,NCBI,0.988
"Caretta caretta,Chelonia ,Chelonia mydas,Lepidochelys kempii",Caretta caretta,Caretta caretta,Caretta caretta,NCBI,0.988
"Caretta caretta,Chelonia ,Chelonia mydas,Lepidochelys kempii",Chelonia ,Chelonia,Chelonia,Catalogue of Life,0.75
"Caretta caretta,Chelonia ,Chelonia mydas,Lepidochelys kempii",Chelonia mydas,Chelonia mydas,Chelonia mydas,NCBI,0.988
"Caretta caretta,Chelonia ,Chelonia mydas,Lepidochelys kempii",Lepidochelys kempii,Lepidochelys kempii,Lepidochelys kempii,NCBI,0.988
Ciconia,Ciconia,Ciconia,Ciconia,Catalogue of Life,0.75
Papio,Papio,Papio,Papio,Catalogue of Life,0.75
Alligator mississippiensis,Alligator mississippiensis,Alligator mississippiensis,Alligator mississippiensis,NCBI,0.988
Botaurus lentiginosus,Botaurus lentiginosus,Botaurus lentiginosus,Botaurus lentiginosus,NCBI,0.988
Neovison vison,Neovison vison,Neovison vison,Neovison vison,NCBI,0.988
Haematopus palliatus,Haematopus palliatus,Haematopus palliatus,Haematopus palliatus,NCBI,0.988
Setophaga ruticilla,Setophaga ruticilla,Setophaga ruticilla,Setophaga ruticilla,NCBI,0.988
Eudocimus albus,Eudocimus albus,Eudocimus albus,Eudocimus albus,NCBI,0.988
Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,NCBI,0.988
Scolopax minor,Scolopax minor,Scolopax minor,Scolopax minor,NCBI,0.988
Falco amurensis,Falco amurensis,Falco amurensis,Falco amurensis,NCBI,0.988
Anas acuta,Anas acuta,Anas acuta,Anas acuta,NCBI,0.988
Anas crecca,Anas crecca,Anas crecca,Anas crecca,NCBI,0.988
Vultur gryphus,Vultur gryphus,Vultur gryphus,Vultur gryphus,NCBI,0.988
Lycalopex culpaeus,Lycalopex culpaeus,Lycalopex culpaeus,Lycalopex culpaeus,NCBI,0.988
Anguilla anguilla,Anguilla anguilla,Anguilla anguilla,Anguilla anguilla,NCBI,0.988
Anser albifrons,Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988
Thalassoica antarctica,Thalassoica antarctica,Thalassoica antarctica,Thalassoica antarctica,NCBI,0.988
Hylophylax naevioides,Hylophylax naevioides,Hylophylax naevioides,Hylophylax naevioides,NCBI,0.988
Formicarius analis,Formicarius analis,Formicarius analis,Formicarius analis,NCBI,0.988
"Ammotragus lervia,Ovis ammon",Ammotragus lervia,Ammotragus lervia,Ammotragus lervia,NCBI,0.988
"Ammotragus lervia,Ovis ammon",Ovis ammon,Ovis ammon,Ovis ammon,NCBI,0.988
"Grus grus,Phoeniconaias minor,Phoenicopterus roseus",Grus grus,Grus grus,Grus grus,NCBI,0.988
"Grus grus,Phoeniconaias minor,Phoenicopterus roseus",Phoeniconaias minor,Phoeniconaias minor,Phoeniconaias minor,Encyclopedia of Life,0.988
"Grus grus,Phoeniconaias minor,Phoenicopterus roseus",Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,NCBI,0.988
"Aquila chrysaetos,Milvus milvus,Aegypius monachus,Pandion haliaetus,Aquila adalberti,Aquila fasciata",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Aquila chrysaetos,Milvus milvus,Aegypius monachus,Pandion haliaetus,Aquila adalberti,Aquila fasciata",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988
"Aquila chrysaetos,Milvus milvus,Aegypius monachus,Pandion haliaetus,Aquila adalberti,Aquila fasciata",Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988
"Aquila chrysaetos,Milvus milvus,Aegypius monachus,Pandion haliaetus,Aquila adalberti,Aquila fasciata",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988
"Aquila chrysaetos,Milvus milvus,Aegypius monachus,Pandion haliaetus,Aquila adalberti,Aquila fasciata",Aquila adalberti,Aquila adalberti,Aquila adalberti,NCBI,0.988
"Aquila chrysaetos,Milvus milvus,Aegypius monachus,Pandion haliaetus,Aquila adalberti,Aquila fasciata",Aquila fasciata,Aquila fasciata,Aquila fasciata,Freebase,0.988
Aquila,Aquila,Aquila,Aquila,Catalogue of Life,0.75
"Aquila chrysaetos,Aquila fasciata",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Aquila chrysaetos,Aquila fasciata",Aquila fasciata,Aquila fasciata,Aquila fasciata,Freebase,0.988
"Gyps fulvus,Hieraaetus fasciatus,Aquila fasciata",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988
"Gyps fulvus,Hieraaetus fasciatus,Aquila fasciata",Hieraaetus fasciatus,Hieraaetus fasciatus,Hieraaetus fasciatus,NCBI,0.988
"Gyps fulvus,Hieraaetus fasciatus,Aquila fasciata",Aquila fasciata,Aquila fasciata,Aquila fasciata,Freebase,0.988
"Hieraaetus fasciatus,Aquila fasciata",Hieraaetus fasciatus,Hieraaetus fasciatus,Hieraaetus fasciatus,NCBI,0.988
"Hieraaetus fasciatus,Aquila fasciata",Aquila fasciata,Aquila fasciata,Aquila fasciata,Freebase,0.988
"Aquila chrysaetos,Hieraaetus fasciatus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988
"Aquila chrysaetos,Hieraaetus fasciatus",Hieraaetus fasciatus,Hieraaetus fasciatus,Hieraaetus fasciatus,NCBI,0.988
Hieraaetus fasciatus,Hieraaetus fasciatus,Hieraaetus fasciatus,Hieraaetus fasciatus,NCBI,0.988
Aquila heliaca,Aquila heliaca,Aquila heliaca,Aquila heliaca,NCBI,0.988
Rynchops niger,Rynchops niger,Rynchops niger,Rynchops niger,NCBI,0.988
Elanoides forficatus,Elanoides forficatus,Elanoides forficatus,Elanoides forficatus,NCBI,0.988
"Pluvialis squatarola,Numenius phaeopus",Pluvialis squatarola,Pluvialis squatarola,Pluvialis squatarola,NCBI,0.988
"Pluvialis squatarola,Numenius phaeopus",Numenius phaeopus,Numenius phaeopus,Numenius phaeopus,NCBI,0.988
Vulpes lagopus,Vulpes lagopus,Vulpes lagopus,Vulpes lagopus,NCBI,0.988
Lepus arcticus,Lepus arcticus,Lepus arcticus,Lepus arcticus,NCBI,0.988
Falco peregrinus,Falco peregrinus,Falco peregrinus,Falco peregrinus,NCBI,0.988
Pluvialis dominica,Pluvialis dominica,Pluvialis dominica,Pluvialis dominica,NCBI,0.988
Calidris alpina,Calidris alpina,Calidris alpina,Calidris alpina,NCBI,0.988
Calidris melanotos,Calidris melanotos,Calidris melanotos,Calidris melanotos,NCBI,0.988
Phalaropus fulicarius,Phalaropus fulicarius,Phalaropus fulicarius,Phalaropus fulicarius,Freebase,0.988
Calidris pusilla,Calidris pusilla,Calidris pusilla,Calidris pusilla,NCBI,0.988
Numenius phaeopus,Numenius phaeopus,Numenius phaeopus,Numenius phaeopus,NCBI,0.988
Stercorarius parasiticus,Stercorarius parasiticus,Stercorarius parasiticus,Stercorarius parasiticus,NCBI,0.988
Sterna paradisaea,Sterna paradisaea,Sterna paradisaea,Sterna paradisaea,NCBI,0.988
"Arctocephalus gazella,Arctocephalus tropicalis",Arctocephalus gazella,Arctocephalus gazella,Arctocephalus gazella,NCBI,0.988
"Arctocephalus gazella,Arctocephalus tropicalis",Arctocephalus tropicalis,Arctocephalus tropicalis,Arctocephalus tropicalis,NCBI,0.988
Arctocephalus tropicalis,Arctocephalus tropicalis,Arctocephalus tropicalis,Arctocephalus tropicalis,NCBI,0.988
Ardea insignis,Ardea insignis,Ardea insignis,Ardea insignis,NCBI,0.988
Ardeola idae,Ardeola idae,Ardeola idae,Ardeola idae,NCBI,0.988
Ardeola ralloides,Ardeola ralloides,Ardeola ralloides,Ardeola ralloides,NCBI,0.988
"Prunella modularis,Sylvia atricapilla",Prunella modularis,Prunella modularis,Prunella modularis,NCBI,0.988
"Prunella modularis,Sylvia atricapilla",Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,NCBI,0.988
Hirundo rustica,Hirundo rustica,Hirundo rustica,Hirundo rustica,NCBI,0.988
"Phalacrocoracidae ,Phalacrocorax aristotelis,Larus argentatus,Larus michahellis",Phalacrocoracidae ,Phalacrocoracidae,Phalacrocoracidae,Catalogue of Life,0.75
"Phalacrocoracidae ,Phalacrocorax aristotelis,Larus argentatus,Larus michahellis",Phalacrocorax aristotelis,Phalacrocorax aristotelis,Phalacrocorax aristotelis,Freebase,0.988
"Phalacrocoracidae ,Phalacrocorax aristotelis,Larus argentatus,Larus michahellis",Larus argentatus,Larus argentatus,Larus argentatus,NCBI,0.988
"Phalacrocoracidae ,Phalacrocorax aristotelis,Larus argentatus,Larus michahellis",Larus michahellis,Larus michahellis,Larus michahellis,NCBI,0.988
Aegolius acadicus,Aegolius acadicus,Aegolius acadicus,Aegolius acadicus,NCBI,0.988
"Sula dactylatra,Fregata aquila",Sula dactylatra,Sula dactylatra,Sula dactylatra,NCBI,0.988
"Sula dactylatra,Fregata aquila",Fregata aquila,Fregata aquila,Fregata aquila,NCBI,0.988
"Galeocerdo cuvier,Carcharhinus galapagensis",Galeocerdo cuvier,Galeocerdo cuvier,Galeocerdo cuvier,NCBI,0.988
"Galeocerdo cuvier,Carcharhinus galapagensis",Carcharhinus galapagensis,Carcharhinus galapagensis,Carcharhinus galapagensis,NCBI,0.988
Megaptera novaeangliae,Megaptera novaeangliae,Megaptera novaeangliae,Megaptera novaeangliae,NCBI,0.988
Anastomus oscitans,Anastomus oscitans,Anastomus oscitans,Anastomus oscitans,NCBI,0.988
Ciconia episcopus,Ciconia episcopus,Ciconia episcopus,Ciconia episcopus,NCBI,0.988
Asio flammeus,Asio flammeus,Asio flammeus,Asio flammeus,NCBI,0.988
"Pica ,Pica pica",Pica ,Pica,Pica,Catalogue of Life,0.75
"Pica ,Pica pica",Pica pica,Pica pica,Pica pica,NCBI,0.988
Branta bernicla,Branta bernicla,Branta bernicla,Branta bernicla,NCBI,0.988
Fratercula arctica,Fratercula arctica,Fratercula arctica,Fratercula arctica,NCBI,0.988
Gavia stellata,Gavia stellata,Gavia stellata,Gavia stellata,NCBI,0.988
Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata,NCBI,0.988
Stenella frontalis,Stenella frontalis,Stenella frontalis,Stenella frontalis,NCBI,0.988
Acipenser oxyrinchus,Acipenser oxyrinchus,Acipenser oxyrinchus,Acipenser oxyrinchus,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Lanius excubitor,Lanius excubitor,Lanius excubitor,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Turdus merula,Turdus merula,Turdus merula,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Garrulus glandarius,Garrulus glandarius,Garrulus glandarius,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Passer hispaniolensis,Passer hispaniolensis,Passer hispaniolensis,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Pycnonotus xanthopygos,Pycnonotus xanthopygos,Pycnonotus xanthopygos,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,NCBI,0.988
"Falco tinnunculus,Lanius excubitor,Turdus merula,Garrulus glandarius,Passer hispaniolensis,Pycnonotus xanthopygos,Sylvia atricapilla,Chloris chloris",Chloris chloris,Chloris chloris,Chloris chloris,NCBI,0.988
"Grus ,Tyto ,Acrocephalus arundinaceus",Grus ,Grus,Grus,Catalogue of Life,0.75
"Grus ,Tyto ,Acrocephalus arundinaceus",Tyto ,Tyto,Tyto,Catalogue of Life,0.75
"Grus ,Tyto ,Acrocephalus arundinaceus",Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,NCBI,0.988
Phasianus colchicus,Phasianus colchicus,Phasianus colchicus,Phasianus colchicus,NCBI,0.988
Acrocephalus stentoreus,Acrocephalus stentoreus,Acrocephalus stentoreus,Acrocephalus stentoreus,NCBI,0.988
"Acrocephalus arundinaceus,Acrocephalus stentoreus",Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,NCBI,0.988
"Acrocephalus arundinaceus,Acrocephalus stentoreus",Acrocephalus stentoreus,Acrocephalus stentoreus,Acrocephalus stentoreus,NCBI,0.988
Apus affinis,Apus affinis,Apus affinis,Apus affinis,NCBI,0.988
Falco,Falco,Falco,Falco,Catalogue of Life,0.75
Grus,Grus,Grus,Grus,Catalogue of Life,0.75
Lanius collurio,Lanius collurio,Lanius collurio,Lanius collurio,NCBI,0.988
Pisodonophis,Pisodonophis,Pisodonophis,Pisodonophis,Catalogue of Life,0.75
Pipistrellus kuhlii,Pipistrellus kuhlii,Pipistrellus kuhlii,Pipistrellus kuhlii,NCBI,0.988
Pycnonotus xanthopygos,Pycnonotus xanthopygos,Pycnonotus xanthopygos,Pycnonotus xanthopygos,NCBI,0.988
"Elanus caeruleus,Falco tinnunculus,Martes foina",Elanus caeruleus,Elanus caeruleus,Elanus caeruleus,NCBI,0.988
"Elanus caeruleus,Falco tinnunculus,Martes foina",Falco tinnunculus,Falco tinnunculus,Falco tinnunculus,NCBI,0.988
"Elanus caeruleus,Falco tinnunculus,Martes foina",Martes foina,Martes foina,Martes foina,NCBI,0.988
"Rousettus egyptiacus,Rousettus aegyptiacus",Rousettus egyptiacus,Rousettus egyptiacus,Rousettus egyptiacus,Encyclopedia of Life,0.988
"Rousettus egyptiacus,Rousettus aegyptiacus",Rousettus aegyptiacus,Rousettus aegyptiacus,Rousettus aegyptiacus,NCBI,0.988
Rousettus aegyptiacus,Rousettus aegyptiacus,Rousettus aegyptiacus,Rousettus aegyptiacus,NCBI,0.988
Tyto alba,Tyto alba,Tyto alba,Tyto alba,NCBI,0.988
Tyto,Tyto,Tyto,Tyto,Catalogue of Life,0.75
Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,Acrocephalus arundinaceus,NCBI,0.988
Vanellus spinosus,Vanellus spinosus,Vanellus spinosus,Vanellus spinosus,Freebase,0.988
Ichthyaetus audouinii,Ichthyaetus audouinii,Ichthyaetus audouinii,Ichthyaetus audouinii,NCBI,0.988
